K�D,nem,kor,SMT,SMT_var,ASY80,ASY80M,ASY120,ASY120M,ASY150,ASY150M,HELY_P,FON_P,OLV_F,RAN,OLV_P,digit_sp,mosaic_sp,vocab_sp
1,1,na,0,57683,0,07843,na,0,2643,0,21,0,1199,na,0,2536,-1,9289,-0,0017,1,869566667,0,9993,0,910333333,10,16,14
2,2,7,72,0,48782,0,05422,0,1208,0,1301,0,1014,0,1544,0,055,0,1114,-0,5992,-1,3429,2,223033333,1,541266667,0,939966667,12,9,15
3,1,7,52,0,57292,0,14837,na,na,0,0754,0,1909,0,066,0,1315,-1,2353,-0,9454,2,853833333,1,591,0,935566667,8,12,15
4,2,7,34,0,45535,0,07411,0,1044,0,1476,0,1931,0,2031,na,0,2613,-0,4498,-0,6184,1,3662,1,444166667,0,8752,8,14,19
5,2,7,02,0,44968,0,09693,0,0442,0,1651,0,0625,0,1994,0,0804,0,186,-0,5706,-0,7168,1,834033333,1,274,0,9158,13,15,15
6,1,na,0,5505,0,09424,na,0,1756,0,2476,na,na,0,1476,-1,2623,-2,0186,1,6682,1,3919,0,824566667,7,7,13
7,1,7,64,0,74383,0,09822,na,0,1733,0,0621,0,1657,0,0705,0,0985,-0,0207,-0,058,1,417933333,1,386133333,0,9762,14,18,16
8,1,8,14,na,0,04556,0,0652,0,0762,0,1045,0,1303,0,177,0,2416,-0,3974,-1,6372,1,683133333,1,41395,0,866666667,8,9,16
9,2,7,29,0,55754,0,0983,0,0251,0,1674,0,0689,0,3243,0,0403,0,2168,-0,7544,-1,3919,2,4504,1,538033333,0,9064,11,11,13
10,2,6,61,0,48639,0,06407,0,1037,0,1508,0,0597,0,0891,0,0947,0,1026,-1,4558,-1,7378,2,2824,1,2276,0,8705,13,9,8
11,2,7,59,0,46915,0,0398,0,0772, ,0,0655,0,1994,0,0453,0,0822,-0,4077,0,4808,4,18055,1,619066667,0,977,12,9,19
12,2,7,27,na,0,05396,0,0405,0,0786,0,0668,0,0305,0,0653,0,1255,-0,4783,-0,7056,2,652366667,1,5495,0,9197,13,12,18
13,1,7,79,0,56074,0,06452,0,1317,0,1333,0,1888,0,2566,0,0824,0,1099,-0,75,-0,8492,2,250766667,1,683966667,0,8485,13,11,16
14,1,7,79,0,54641,0,0832,0,2047,0,1293, ,0,1383,0,2124,0,1419,-1,6342,-1,0595,2,383333333,1,374,0,9508,9,11,11
15,2,6,84,0,30672,0,04788,0,0648,0,1336,0,0372,0,0914,0,0569,0,0695,-0,2334,0,3387,3,203266667,1,4847,0,928566667,14,14,18
16,2,7,12,0,34784,0,04806,0,0832, ,0,0854,0,0495,0,1764,0,2528,-2,3237,-2,5917,0,567466667,1,035833333,0,801566667,9,11,16
17,1,6,71,na,na,0,044,0,1651,0,0773,0,1994,0,2654,0,1182,0,4469,0,3953,3,447766667,1,314966667,1,na,13,17
18,1,7,12,0,51369,0,07143,na,na,na,0,2363,na,0,1611,-0,3509,-0,4091,3,478533333,1,4772,0,9524,11,10,14
19,1,7,89,0,59763,0,16037,na,0,1147,0,0794,0,2072,0,2321,0,2399,-1,3112,-1,9126,0,8681,1,614366667,0,77275,11,5,16
20,2,7,26,0,51602,0,05334,0,1037,0,0502,0,0906,0,1406,0,0484,0,0957,0,0621,0,1981,1,2735,1,093933333,0,8889,11,17,7
21,1,na,0,71002,0,10507,0,0417, ,0,1055,na,0,0711,na,-1,4721,0,0041,4,4569,1,356333333,0,9889,11,13,16
